id,cod_region,region,ccdd,departamento,ccpp,provincia,ccdi,distrito,cod_cen_pob,cen_pob,area,ruta,niv_ini_sel,niv_pri_sel,niv_sec_sel,resfin,orden_sec,tipo_sec,det_id,dir_niv_ini,dir_niv_pri,dir_niv_sec,es_director,es_docente,nombre,sel_area,ddir_g_002,ddir_g_010,p4_2_01_015_1,p4_2_01_015_2,p4_2_01_015_3,p4_2_01_015_4,p4_2_01_015_5,p4_2_01_015_6,p4_2_01_015_7,p4_2_01_015_8,p4_2_01_015_9,p4_2_01_015_10,p4_2_01_015_11,p4_2_01_016,p4_2_02_001,p4_2_02_001_1_1,p4_2_02_001_1_2,p4_2_02_001_1_3,p4_2_02_001_1_4,p4_2_02_001_1_5,p4_2_02_001_1_6,p4_2_02_001_1_7,p4_2_02_001_1_7_o,p4_2_05_001,p4_2_05_001_1,p4_2_05_001_2,p4_2_05_002_1,p4_2_05_002_2,p4_2_05_003,p4_2_05_005_a,p4_2_05_004,p4_2_05_005,p4_2_05_006,p4_2_05_007,p4_2_05_008,p4_2_05_009,p4_2_05_010,p4_2_06_001_1,p4_2_06_001_2,p4_2_06_001_3,p4_2_06_002_1,p4_2_06_002_2,p4_2_06_003,p4_2_06_006,p4_2_06_005,p4_2_06_004,p4_2_06_007,p4_2_06_007_1,p4_2_06_007_2,p4_2_06_008_1,p4_2_06_008_2,p4_2_06_009,p4_2_06_012,p4_2_06_011,p4_2_06_010,res_fin_sec,f_ex_doc_sec,f_ex_secc_sec
4392,12,JUNIN,12,JUNIN,01,HUANCAYO,07,CHILCA,112852,CHILCA,urbana,004,0,0,nivel secundaria seleccionado,1.completa,8,segundo,6,,,,0,1,C,COMUNICACION,2.femenino,1.nombrado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,31,1.sí,1.sí,1.sí,2.no,2.no,2.no,1.sí,2.no,,1.sí,33,8,4,4,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,33,0,2,4,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.sí,33,0,4,4,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.completa,.69941562,.22894888
4392,12,JUNIN,12,JUNIN,01,HUANCAYO,07,CHILCA,112852,CHILCA,urbana,004,0,0,nivel secundaria seleccionado,1.completa,5,segundo,7,,,,0,1,J,COMUNICACION,1.masculino,1.nombrado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,33,1.sí,1.sí,1.sí,2.no,2.no,2.no,1.sí,2.no,,1.sí,33,0,2,4,1.sí,1.mucha frecuencia?,1.muy útil?,1.muy fácil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,33,0,2,4,1.sí,1.mucha frecuencia?,1.muy fácil,2.Útil?,1.sí,33,0,6,4,1.sí,2.poca frecuencia?,2.fácil?,1.muy útil?,1.completa,.69941562,.22894888
4394,12,JUNIN,12,JUNIN,01,HUANCAYO,07,CHILCA,119760,HUANCAN,urbana,016,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,A,COMUNICACION,2.femenino,2.contratado,2.no,1.sí,2.no,2.no,2.no,1.sí,2.no,2.no,1.sí,2.no,2.no,33,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,2.no,,1.sí,34,10,12,3,1.sí,1.mucha frecuencia?,3.poco útil?,1.muy fácil?,1.sí,1.sí,1.mucha frecuencia?,3.poco útil?,2.fácil?,1.sí,34,0,14,3,1.sí,1.mucha frecuencia?,2.fácil?,3.poco útil?,1.sí,34,10,14,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.completa,5.3564744,4.383512
4394,12,JUNIN,12,JUNIN,01,HUANCAYO,07,CHILCA,119760,HUANCAN,urbana,016,0,0,nivel secundaria seleccionado,1.completa,2,segundo,4,,,,0,1,B,COMUNICACION,2.femenino,2.contratado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,2.no,2.no,35,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,2.no,,1.sí,35,17,12,3,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,35,20,12,3,1.sí,1.mucha frecuencia?,2.fácil?,1.muy útil?,1.sí,35,15,12,3,1.sí,1.mucha frecuencia?,1.muy fácil,1.muy útil?,1.completa,5.3564744,4.383512
4398,12,JUNIN,12,JUNIN,01,HUANCAYO,11,CHUPURO,111386,CHUPURO,urbana,014,0,0,nivel secundaria seleccionado,1.completa,1,segundo,3,,,,0,1,U,MATEMATICA,1.masculino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,21,1.sí,1.sí,2.no,2.no,2.no,1.sí,1.sí,2.no,,1.sí,21,0,19,3,1.sí,1.mucha frecuencia?,2.Útil?,3.difícil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,3.difícil,1.sí,21,0,19,3,1.sí,1.mucha frecuencia?,3.difícil,2.Útil?,,,,,,,,,,1.completa,23.300665,25.42437
4404,12,JUNIN,12,JUNIN,01,HUANCAYO,14,EL TAMBO,122829,HUANCAYO,urbana,006,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,A,COMUNICACION,2.femenino,1.nombrado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,29,1.sí,1.sí,1.sí,1.sí,2.no,1.sí,1.sí,1.sí,REVISA MATERIAL EDUCATIVO,1.sí,16,8,26,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,2.no,,,,,1.sí,29,2,26,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.sí,29,2,23,4,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.completa,40.522896,11.054074
4404,12,JUNIN,12,JUNIN,01,HUANCAYO,14,EL TAMBO,122829,HUANCAYO,urbana,006,0,0,nivel secundaria seleccionado,1.completa,3,segundo,2,,,,0,1,C,COMUNICACION,2.femenino,1.nombrado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,28,1.sí,1.sí,1.sí,1.sí,2.no,1.sí,1.sí,2.no,,1.sí,17,1,26,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,2.no,,,,,1.sí,28,0,26,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.sí,28,0,23,4,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.completa,40.522896,11.054074
4405,12,JUNIN,12,JUNIN,01,HUANCAYO,14,EL TAMBO,132376,EL TAMBO,urbana,002,0,0,nivel secundaria seleccionado,1.completa,2,segundo,2,,,,0,1,B,MATEMATICA,2.femenino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,28,1.sí,1.sí,1.sí,2.no,2.no,2.no,1.sí,2.no,,1.sí,28,0,4,4,1.sí,1.mucha frecuencia?,3.poco útil?,3.difícil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,28,0,4,4,1.sí,1.mucha frecuencia?,3.difícil,3.poco útil?,,,,,,,,,,1.completa,1.0413705,.40581596
4405,12,JUNIN,12,JUNIN,01,HUANCAYO,14,EL TAMBO,132376,EL TAMBO,urbana,002,0,0,nivel secundaria seleccionado,1.completa,7,segundo,3,,,,0,1,G,HGE,2.femenino,1.nombrado,2.no,2.no,2.no,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,22,1.sí,1.sí,2.no,1.sí,2.no,1.sí,1.sí,2.no,,1.sí,22,0,20,3,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,22,0,20,3,1.sí,1.mucha frecuencia?,2.fácil?,1.muy útil?,,,,,,,,,,1.completa,1.0413705,.40581596
4405,12,JUNIN,12,JUNIN,01,HUANCAYO,14,EL TAMBO,132376,EL TAMBO,urbana,002,0,0,nivel secundaria seleccionado,1.completa,4,segundo,5,,,,0,1,D,COMUNICACION,2.femenino,1.nombrado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,23,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,2.no,,1.sí,23,0,3,4,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,2.no,,,,,1.sí,23,0,3,4,1.sí,1.mucha frecuencia?,2.fácil?,1.muy útil?,1.sí,23,0,3,4,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,1.completa,1.0413705,.40581596
4419,12,JUNIN,12,JUNIN,01,HUANCAYO,14,EL TAMBO,132376,EL TAMBO,urbana,005,0,0,nivel secundaria seleccionado,1.completa,2,segundo,4,,,,0,1,B,MATEMATICA,2.femenino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,27,1.sí,2.no,1.sí,2.no,2.no,1.sí,1.sí,2.no,,1.sí,27,0,6,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,27,0,6,3,1.sí,1.mucha frecuencia?,3.difícil,2.Útil?,,,,,,,,,,1.completa,2.8115432,1.150424
4419,12,JUNIN,12,JUNIN,01,HUANCAYO,14,EL TAMBO,132376,EL TAMBO,urbana,005,0,0,nivel secundaria seleccionado,1.completa,4,segundo,4,,,,0,1,D,MATEMATICA,2.femenino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,29,1.sí,2.no,1.sí,2.no,2.no,1.sí,1.sí,2.no,,1.sí,29,0,6,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,29,0,6,3,1.sí,1.mucha frecuencia?,3.difícil,2.Útil?,,,,,,,,,,1.completa,2.8115432,1.150424
4420,12,JUNIN,12,JUNIN,01,HUANCAYO,14,EL TAMBO,132376,EL TAMBO,urbana,012,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,U,COMUNICACION,2.femenino,2.contratado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,14,1.sí,1.sí,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,12,0,12,3,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,12,0,13,4,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.sí,14,0,13,4,1.sí,3.muy poca frecuencia?,2.fácil?,2.Útil?,1.completa,38.834442,42.373951
4421,12,JUNIN,12,JUNIN,01,HUANCAYO,14,EL TAMBO,132376,EL TAMBO,urbana,018,nivel inicial seleccionado,0,nivel secundaria seleccionado,1.completa,1,segundo,4,,,,0,1,A,MATEMATICA,2.femenino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,28,2.no,,,,,,,,,1.sí,54,10,5,5,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,44,0,7,4,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,5.9745293,2.1730232
4421,12,JUNIN,12,JUNIN,01,HUANCAYO,14,EL TAMBO,132376,EL TAMBO,urbana,018,nivel inicial seleccionado,0,nivel secundaria seleccionado,1.completa,2,segundo,4,,,,0,1,B,MATEMATICA,2.femenino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,23,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,54,0,5,5,1.sí,1.mucha frecuencia?,2.Útil?,3.difícil?,2.no,,,,,1.sí,44,0,7,4,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,5.9745293,2.1730232
4423,12,JUNIN,12,JUNIN,01,HUANCAYO,14,EL TAMBO,132376,EL TAMBO,urbana,007,0,0,nivel secundaria seleccionado,1.completa,2,segundo,2,,,,0,1,B,MATEMATICA,1.masculino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,36,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,36,0,7,3,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,2.poca frecuencia?,3.poco útil?,1.muy fácil,1.sí,36,0,7,3,1.sí,1.mucha frecuencia?,3.difícil,3.poco útil?,,,,,,,,,,1.completa,1.7323914,.94514388
4423,12,JUNIN,12,JUNIN,01,HUANCAYO,14,EL TAMBO,132376,EL TAMBO,urbana,007,0,0,nivel secundaria seleccionado,1.completa,4,segundo,4,,,,0,1,D,COMUNICACION,1.masculino,1.nombrado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,36,1.sí,2.no,1.sí,2.no,2.no,2.no,1.sí,2.no,,1.sí,36,0,7,3,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,36,0,7,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.sí,36,0,7,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,1.completa,1.7323914,.94514388
4427,12,JUNIN,12,JUNIN,01,HUANCAYO,14,EL TAMBO,556987,SAÑOS GRANDE,urbana,003,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,A,MATEMATICA,1.masculino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,15,1.sí,1.sí,1.sí,2.no,2.no,2.no,2.no,2.no,,1.sí,15,0,23,3,1.sí,2.poca frecuencia?,2.Útil?,3.difícil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,1.muy fácil,1.sí,15,0,23,3,1.sí,1.mucha frecuencia?,3.difícil,1.muy útil?,,,,,,,,,,1.completa,19.417221,14.12465
4427,12,JUNIN,12,JUNIN,01,HUANCAYO,14,EL TAMBO,556987,SAÑOS GRANDE,urbana,003,0,0,nivel secundaria seleccionado,1.completa,2,segundo,2,,,,0,1,B,MATEMATICA,1.masculino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,14,1.sí,1.sí,1.sí,2.no,2.no,2.no,2.no,2.no,,1.sí,14,0,23,3,1.sí,1.mucha frecuencia?,1.muy útil?,3.difícil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,1.muy fácil,1.sí,14,0,23,3,1.sí,1.mucha frecuencia?,1.muy fácil,1.muy útil?,,,,,,,,,,1.completa,19.417221,14.12465
4429,12,JUNIN,12,JUNIN,01,HUANCAYO,16,HUACRAPUQUIO,512322,JOSE OLAYA,urbana,018,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,U,MATEMATICA,2.femenino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,1.sí,3,1.sí,1.sí,1.sí,1.sí,2.no,1.sí,1.sí,2.no,,1.sí,3,3,8,3,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,2.no,,,,,,,,,,,,,,,,,,1.completa,71.694351,39.114418
4435,12,JUNIN,12,JUNIN,01,HUANCAYO,19,HUANCAN,133082,HUARI,urbana,011,0,0,nivel secundaria seleccionado,1.completa,3,segundo,2,,,,0,1,C,MATEMATICA,1.masculino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,25,1.sí,1.sí,2.no,2.no,1.sí,1.sí,1.sí,2.no,,2.no,,,,,,,,,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,25,0,27,3,1.sí,2.poca frecuencia?,3.difícil,3.poco útil?,,,,,,,,,,1.completa,3.0861807,2.2449775
4435,12,JUNIN,12,JUNIN,01,HUANCAYO,19,HUANCAN,133082,HUARI,urbana,011,0,0,nivel secundaria seleccionado,1.completa,1,segundo,4,,,,0,1,A,COMUNICACION,1.masculino,2.contratado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,26,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,2.no,,,,,,,,,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,26,0,26,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.sí,26,0,26,3,1.sí,2.poca frecuencia?,3.difícil,3.poco útil?,1.completa,3.0861807,2.2449775
4438,12,JUNIN,12,JUNIN,01,HUANCAYO,20,HUASICANCHA,113041,HUASICANCHA,urbana,017,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,U,MATEMATICA,1.masculino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,25,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,1.sí,2.no,,1.sí,24,5,19,4,1.sí,1.mucha frecuencia?,2.Útil?,3.difícil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,3.difícil,1.sí,25,4,19,4,1.sí,1.mucha frecuencia?,3.difícil,2.Útil?,,,,,,,,,,1.completa,34.519501,37.665733
4441,12,JUNIN,12,JUNIN,01,HUANCAYO,21,HUAYUCACHI,122708,HUAYUCACHI,urbana,012,0,0,nivel secundaria seleccionado,1.completa,5,segundo,2,,,,0,1,E,HGE,1.masculino,1.nombrado,2.no,2.no,2.no,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,35,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,35,0,6,3,1.sí,3.muy poca frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,1.muy fácil,1.sí,35,0,6,3,1.sí,1.mucha frecuencia?,1.muy fácil,2.Útil?,,,,,,,,,,1.completa,1.2135763,.48152217
4441,12,JUNIN,12,JUNIN,01,HUANCAYO,21,HUAYUCACHI,122708,HUAYUCACHI,urbana,012,0,0,nivel secundaria seleccionado,1.completa,2,segundo,3,,,,0,1,B,HGE,2.femenino,1.nombrado,2.no,2.no,2.no,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,35,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,35,0,6,3,1.sí,1.mucha frecuencia?,2.Útil?,4.muy difícil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,1.muy fácil,1.sí,35,0,6,3,1.sí,1.mucha frecuencia?,4.muy difícil,1.muy útil?,,,,,,,,,,1.completa,1.2135763,.48152217
4446,12,JUNIN,12,JUNIN,01,HUANCAYO,22,INGENIO,127404,INGENIO,urbana,005,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,U,COMUNICACION,2.femenino,2.contratado,2.no,1.sí,2.no,2.no,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,22,1.sí,1.sí,1.sí,2.no,1.sí,1.sí,1.sí,2.no,,1.sí,22,0,12,3,1.sí,1.mucha frecuencia?,3.poco útil?,3.difícil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,19,0,12,3,1.sí,1.mucha frecuencia?,3.difícil,3.poco útil?,1.sí,20,0,18,6,1.sí,1.mucha frecuencia?,3.difícil,3.poco útil?,1.completa,20.711702,22.59944
4448,12,JUNIN,12,JUNIN,01,HUANCAYO,24,PARIAHUANCA,131688,PARIAHUANCA,rural,017,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,U,MATEMATICA,1.masculino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,2.no,2.no,13,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,13,0,13,3,1.sí,3.muy poca frecuencia?,2.Útil?,3.difícil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,13,0,13,3,1.sí,3.muy poca frecuencia?,3.difícil,3.poco útil?,,,,,,,,,,1.completa,5.5164027,3.6240993
4449,12,JUNIN,12,JUNIN,01,HUANCAYO,24,PARIAHUANCA,132912,HUAYCHULA,rural,017,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,U,MATEMATICA,1.masculino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,1.sí,2.no,6,1.sí,1.sí,1.sí,2.no,2.no,1.sí,1.sí,2.no,,1.sí,6,0,12,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,6,0,13,3,1.sí,2.poca frecuencia?,3.difícil,2.Útil?,,,,,,,,,,1.completa,5.779089,3.7966754
4452,12,JUNIN,12,JUNIN,01,HUANCAYO,25,PILCOMAYO,111288,PILCOMAYO,urbana,009,0,0,nivel secundaria seleccionado,1.completa,3,segundo,3,,,,0,1,C,MATEMATICA,1.masculino,2.contratado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,25,1.sí,1.sí,2.no,2.no,2.no,1.sí,1.sí,2.no,,1.sí,25,3,5,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,25,25,23,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,3.1487384,2.2904837
4452,12,JUNIN,12,JUNIN,01,HUANCAYO,25,PILCOMAYO,111288,PILCOMAYO,urbana,009,0,0,nivel secundaria seleccionado,1.completa,2,segundo,4,,,,0,1,B,COMUNICACION,1.masculino,1.nombrado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,32,1.sí,1.sí,2.no,1.sí,2.no,2.no,1.sí,2.no,,1.sí,32,0,3,3,1.sí,2.poca frecuencia?,3.poco útil?,2.fácil?,1.sí,1.sí,2.poca frecuencia?,3.poco útil?,2.fácil?,1.sí,32,0,5,3,1.sí,2.poca frecuencia?,2.fácil?,3.poco útil?,1.sí,32,0,5,3,1.sí,2.poca frecuencia?,2.fácil?,2.Útil?,1.completa,3.1487384,2.2904837
4454,12,JUNIN,12,JUNIN,01,HUANCAYO,26,PUCARA,110840,PUCARA,urbana,012,0,0,nivel secundaria seleccionado,1.completa,1,segundo,2,,,,0,1,A,COMUNICACION,2.femenino,1.nombrado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,20,1.sí,1.sí,1.sí,2.no,2.no,2.no,1.sí,2.no,,1.sí,20,0,16,3,1.sí,2.poca frecuencia?,3.poco útil?,3.difícil?,1.sí,1.sí,2.poca frecuencia?,2.Útil?,1.muy fácil,1.sí,20,0,23,3,1.sí,2.poca frecuencia?,2.fácil?,3.poco útil?,1.sí,20,0,23,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,1.completa,8.396636,5.4971614
4454,12,JUNIN,12,JUNIN,01,HUANCAYO,26,PUCARA,110840,PUCARA,urbana,012,0,0,nivel secundaria seleccionado,1.completa,2,segundo,2,,,,0,1,B,COMUNICACION,2.femenino,1.nombrado,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,20,1.sí,2.no,2.no,2.no,2.no,2.no,1.sí,2.no,,1.sí,20,0,19,3,1.sí,2.poca frecuencia?,2.Útil?,2.fácil?,1.sí,1.sí,2.poca frecuencia?,3.poco útil?,2.fácil?,1.sí,20,0,19,3,1.sí,2.poca frecuencia?,2.fácil?,3.poco útil?,1.sí,20,0,19,3,1.sí,2.poca frecuencia?,2.fácil?,3.poco útil?,1.completa,8.396636,5.4971614
4463,12,JUNIN,12,JUNIN,01,HUANCAYO,29,SAN AGUSTIN,110010,SAN AGUSTIN DE CAJAS,urbana,013,0,0,nivel secundaria seleccionado,1.completa,2,segundo,2,,,,0,1,B,MATEMATICA,1.masculino,1.nombrado,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,2.no,25,1.sí,1.sí,1.sí,2.no,1.sí,1.sí,1.sí,2.no,,1.sí,25,2,13,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,2.no,,,,,1.sí,25,2,13,3,1.sí,1.mucha frecuencia?,3.difícil,2.Útil?,,,,,,,,,,1.completa,2.3806553,.97411382
4463,12,JUNIN,12,JUNIN,01,HUANCAYO,29,SAN AGUSTIN,110010,SAN AGUSTIN DE CAJAS,urbana,013,0,0,nivel secundaria seleccionado,1.completa,4,segundo,2,,,,0,1,D,MATEMATICA,1.masculino,1.nombrado,1.sí,2.no,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,2.no,25,1.sí,1.sí,1.sí,2.no,1.sí,1.sí,1.sí,2.no,,1.sí,25,5,13,3,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,2.no,,,,,1.sí,25,4,13,3,1.sí,1.mucha frecuencia?,3.difícil,3.poco útil?,,,,,,,,,,1.completa,2.3806553,.97411382
4467,12,JUNIN,12,JUNIN,01,HUANCAYO,30,SAN JERONIMO DE TUNAN,122498,SAN JERONIMO DE TUNAN,urbana,008,0,0,nivel secundaria seleccionado,1.completa,2,segundo,2,,,,0,1,B,HGE,2.femenino,1.nombrado,2.no,2.no,2.no,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,32,1.sí,1.sí,1.sí,1.sí,2.no,1.sí,1.sí,2.no,,1.sí,32,32,12,3,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,32,0,12,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,2.6107187,.47477818
4467,12,JUNIN,12,JUNIN,01,HUANCAYO,30,SAN JERONIMO DE TUNAN,122498,SAN JERONIMO DE TUNAN,urbana,008,0,0,nivel secundaria seleccionado,1.completa,5,segundo,2,,,,0,1,E,HGE,2.femenino,1.nombrado,2.no,2.no,2.no,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,31,1.sí,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,,1.sí,31,0,12,3,1.sí,1.mucha frecuencia?,1.muy útil?,1.muy fácil?,1.sí,1.sí,1.mucha frecuencia?,2.Útil?,2.fácil?,1.sí,31,0,12,3,1.sí,1.mucha frecuencia?,2.fácil?,2.Útil?,,,,,,,,,,1.completa,2.6107187,.47477818
4468,12,JUNIN,12,JUNIN,01,HUANCAYO,30,SAN JERONIMO DE TUNAN,122498,SAN JERONIMO DE TUNAN,urbana,014,0,0,nivel secundaria seleccionado,1.completa,2,segundo,3,,,,0,1,B,HGE,2.femenino,1.nombrado,2.no,2.no,2.no,2.no,1.sí,2.no,2.no,2.no,2.no,2.no,2.no,16,1.sí,2.no,2.no,2.no,2.no,1.sí,1.sí,2.no,,1.sí,17,0,10,4,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,1.sí,1.mucha frecuencia?,1.muy útil?,2.fácil?,1.sí,17,17,10,4,1.sí,1.mucha frecuencia?,2.fácil?,1.muy útil?,,,,,,,,,,1.completa,4.5244007,3.9494169
